A  -  1449 ocorrências
OBEYING  -  1 ocorrências
OBJECT  -  21 ocorrências
OBJECTS  -  12 ocorrências
OBLIGE  -  1 ocorrências
OBLIGED  -  12 ocorrências
OBLITERATE  -  1 ocorrências
OBLITERATED  -  3 ocorrências
OBLIVION  -  2 ocorrências
OBNOXIOUS  -  1 ocorrências
OBSCURE  -  8 ocorrências
OBSCURED  -  2 ocorrências
OBSCURELY  -  1 ocorrências
OBSERVATIONS  -  1 ocorrências
OBSERVE  -  5 ocorrências
OBSERVED  -  21 ocorrências
OBSERVER  -  1 ocorrências
OBSERVING  -  3 ocorrências
OBSOLETE  -  1 ocorrências
OBSTACLE  -  1 ocorrências
OBSTACLES  -  1 ocorrências
OBSTINATE  -  1 ocorrências
OBSTRUCTED  -  2 ocorrências
OBTAIN  -  10 ocorrências
OBTAINED  -  7 ocorrências
OBTAINING  -  5 ocorrências
OBVIOUS  -  2 ocorrências
OCCASION  -  10 ocorrências
OCCASIONED  -  2 ocorrências
OCCASIONS  -  2 ocorrências
OCCUPATION  -  7 ocorrências
OCCUPATIONS  -  12 ocorrências
OCCUPIED  -  24 ocorrências
OCCUPY  -  3 ocorrências
OCCUR  -  5 ocorrências
OCCURRED  -  6 ocorrências
OCCURRENCE  -  3 ocorrências
OCCURRENCES  -  5 ocorrências
OCEAN  -  13 ocorrências
OCTOBER  -  1 ocorrências
ODIOUS  -  4 ocorrências
OF  -  2760 ocorrências
OFF  -  12 ocorrências
OFFALS  -  1 ocorrências
OFFER  -  4 ocorrências
OFFERED  -  2 ocorrências
OFFERING  -  2 ocorrências
OFFERS  -  2 ocorrências
OFFICE  -  3 ocorrências
OFFICER  -  1 ocorrências
OFFICES  -  1 ocorrências
OFFICIAL  -  3 ocorrências
OFFICIALLY  -  1 ocorrências
OFFSPRING  -  3 ocorrências
OFTEN  -  56 ocorrências
OFTENER  -  1 ocorrências
OGNOR  -  1 ocorrências
OGRE  -  1 ocorrências
OH  -  28 ocorrências
OLD  -  52 ocorrências
OLDER  -  3 ocorrências
OMEN  -  1 ocorrências
OMINOUS  -  1 ocorrências
OMIT  -  1 ocorrências
OMITTED  -  3 ocorrências
OMNIPOTENCE  -  2 ocorrências
OMNIPOTENT  -  3 ocorrências
ON  -  471 ocorrências
ONCE  -  32 ocorrências
ONE  -  208 ocorrências
ONES  -  1 ocorrências
ONLINE  -  4 ocorrências
ONLY  -  125 ocorrências
ONWARDS  -  1 ocorrências
OPAQUE  -  1 ocorrências
OPEN  -  14 ocorrências
OPENED  -  18 ocorrências
OPENING  -  2 ocorrências
OPENLY  -  1 ocorrências
OPERATE  -  1 ocorrências
OPERATION  -  2 ocorrências
OPERATIONS  -  4 ocorrências
OPINION  -  3 ocorrências
OPINIONS  -  2 ocorrências
OPPORTUNITIES  -  1 ocorrências
OPPORTUNITY  -  6 ocorrências
OPPOSED  -  1 ocorrências
OPPOSING  -  1 ocorrências
OPPOSITE  -  7 ocorrências
OPPOSITION  -  1 ocorrências
OPPRESSED  -  7 ocorrências
OPPRESSES  -  1 ocorrências
OPPRESSION  -  2 ocorrências
OPPRESSIVE  -  3 ocorrências
OPPROBRIUM  -  1 ocorrências
OR  -  256 ocorrências
ORB  -  2 ocorrências
ORBS  -  1 ocorrências
ORDER  -  4 ocorrências
ORDERED  -  2 ocorrências
ORDERS  -  1 ocorrências
ORDINARY  -  2 ocorrências
ORG  -  8 ocorrências
ORGANIZATION  -  1 ocorrências
ORGANIZED  -  1 ocorrências
ORGANS  -  1 ocorrências
ORIENTAL  -  1 ocorrências
ORIENTALISTS  -  1 ocorrências
ORIGIN  -  4 ocorrências
ORIGINAL  -  3 ocorrências
ORIGINATOR  -  1 ocorrências
ORKNEY  -  1 ocorrências
ORKNEYS  -  1 ocorrências
ORPHAN  -  3 ocorrências
OTHER  -  90 ocorrências
OTHERS  -  26 ocorrências
OTHERWISE  -  8 ocorrências
OUGHT  -  13 ocorrências
OUR  -  130 ocorrências
OURS  -  1 ocorrências
OURSELVES  -  4 ocorrências
OUT  -  40 ocorrências
OUTCAST  -  3 ocorrências
OUTDATED  -  1 ocorrências
OUTHOUSE  -  1 ocorrências
OUTLINES  -  1 ocorrências
OUTRAGED  -  1 ocorrências
OUTRAGES  -  1 ocorrências
OUTSIDE  -  4 ocorrências
OUTSTRIPT  -  1 ocorrências
OUTWARD  -  3 ocorrências
OVER  -  58 ocorrências
OVERCAME  -  7 ocorrências
OVERCAST  -  1 ocorrências
OVERCOME  -  16 ocorrências
OVERFLOWED  -  3 ocorrências
OVERFLOWING  -  2 ocorrências
OVERHANGING  -  1 ocorrências
OVERHANGS  -  2 ocorrências
OVERHUNG  -  3 ocorrências
OVERJOYED  -  2 ocorrências
OVERLOOK  -  2 ocorrências
OVERLOOKED  -  1 ocorrências
OVERLOOKING  -  1 ocorrências
OVERLOOKS  -  1 ocorrências
OVERPOWERED  -  1 ocorrências
OVERPOWERING  -  1 ocorrências
OVERSHADOWED  -  1 ocorrências
OVERSPREAD  -  1 ocorrências
OVERTAKE  -  1 ocorrências
OVERTAXED  -  1 ocorrências
OVERTHROW  -  2 ocorrências
OVERWEIGH  -  1 ocorrências
OVERWHELM  -  2 ocorrências
OVERWHELMED  -  5 ocorrências
OVERWHELMING  -  4 ocorrências
OWE  -  3 ocorrências
OWED  -  4 ocorrências
OWES  -  1 ocorrências
OWEST  -  1 ocorrências
OWING  -  1 ocorrências
OWN  -  107 ocorrências
OWNER  -  6 ocorrências
OWNING  -  1 ocorrências
OWNS  -  2 ocorrências
OXFORD  -  5 ocorrências
P  -  1 ocorrências
PACE  -  2 ocorrências
PACIFIC  -  1 ocorrências
PACING  -  1 ocorrências
PACK  -  1 ocorrências
PACKED  -  2 ocorrências
PACKET  -  1 ocorrências
PADDLING  -  1 ocorrências
PAGE  -  4 ocorrências
PAGES  -  1 ocorrências
PAID  -  12 ocorrências
PAIL  -  3 ocorrências
PAIN  -  19 ocorrências
PAINED  -  1 ocorrências
PAINFUL  -  6 ocorrências
PAINFULLY  -  1 ocorrências
PAINS  -  5 ocorrências
PAINSTAKING  -  1 ocorrências
PAINTED  -  4 ocorrências
PAINTERS  -  1 ocorrências
PALACE  -  1 ocorrências
PALACES  -  2 ocorrências
PALE  -  6 ocorrências
PALLID  -  1 ocorrências
PALPABLE  -  1 ocorrências
PALPITATE  -  1 ocorrências
PALPITATED  -  1 ocorrências
PALPITATION  -  1 ocorrências
PAND  -  1 ocorrências
PANEGYRIC  -  1 ocorrências
PANES  -  2 ocorrências
PANG  -  2 ocorrências
PANGS  -  2 ocorrências
PANIC  -  1 ocorrências
PAPA  -  3 ocorrências
PAPER  -  3 ocorrências
PAPERS  -  8 ocorrências
PAPERWORK  -  1 ocorrências
PARACELSUS  -  4 ocorrências
PARADISE  -  5 ocorrências
PARADISIACAL  -  1 ocorrências
PARAGRAPH  -  11 ocorrências
PARAGRAPHS  -  3 ocorrências
PARAMOUNT  -  1 ocorrências
PARCHED  -  4 ocorrências
PARDON  -  4 ocorrências
PARDONING  -  1 ocorrências
PARENT  -  2 ocorrências
PARENTS  -  11 ocorrências
PARIS  -  10 ocorrências
PARLIAMENT  -  1 ocorrências
PAROXYSM  -  1 ocorrências
PAROXYSMS  -  1 ocorrências
PART  -  43 ocorrências
PARTED  -  1 ocorrências
PARTIALITY  -  2 ocorrências
PARTIALLY  -  1 ocorrências
PARTICIPATE  -  2 ocorrências
PARTICIPATED  -  1 ocorrências
PARTICULAR  -  2 ocorrências
PARTICULARLY  -  6 ocorrências
PARTICULARS  -  3 ocorrências
PARTIES  -  1 ocorrências
PARTLY  -  9 ocorrências
PARTS  -  3 ocorrências
PARTY  -  4 ocorrências
PASS  -  16 ocorrências
PASSAGE  -  9 ocorrências
PASSAGES  -  1 ocorrências
PASSED  -  67 ocorrências
PASSES  -  2 ocorrências
PASSING  -  8 ocorrências
PASSION  -  18 ocorrências
PASSIONATE  -  3 ocorrências
PASSIONATELY  -  1 ocorrências
PASSIONS  -  12 ocorrências
PASSIVE  -  1 ocorrências
PASSPORTS  -  1 ocorrências
PAST  -  14 ocorrências
PASTURE  -  1 ocorrências
PATCHES  -  1 ocorrências
PATERNAL  -  1 ocorrências
PATH  -  20 ocorrências
PATHETIC  -  1 ocorrências
PATHLESS  -  1 ocorrências
PATHS  -  4 ocorrências
PATHWAYS  -  1 ocorrências
PATIENCE  -  3 ocorrências
PATIENT  -  2 ocorrências
PATIENTLY  -  1 ocorrências
PATRIARCHAL  -  1 ocorrências
PATRIOT  -  1 ocorrências
PATTERED  -  1 ocorrências
PAUL  -  1 ocorrências
PAUSE  -  5 ocorrências
PAUSED  -  14 ocorrências
PAUSES  -  1 ocorrências
PAUSING  -  1 ocorrências
PAY  -  4 ocorrências
PAYING  -  3 ocorrências
PAYMENTS  -  3 ocorrências
PAYS  -  2 ocorrências
PEACE  -  32 ocorrências
PEACEABLE  -  1 ocorrências
PEACEABLY  -  1 ocorrências
PEACEFUL  -  7 ocorrências
PEAK  -  1 ocorrências
PEAKED  -  1 ocorrências
PEAKS  -  2 ocorrências
PEARLY  -  1 ocorrências
PEASANT  -  5 ocorrências
PEASANTS  -  6 ocorrências
PEBBLE  -  1 ocorrências
PECULIAR  -  3 ocorrências
PECULIARLY  -  5 ocorrências
PEDANTRY  -  1 ocorrências
PEDESTRIAN  -  1 ocorrências
PEEPED  -  1 ocorrências
PEEPING  -  1 ocorrências
PEN  -  1 ocorrências
PENALTY  -  1 ocorrências
PENETRATE  -  6 ocorrências
PENETRATED  -  3 ocorrências
PENETRATION  -  1 ocorrências
PENNILESS  -  1 ocorrências
PENSIVE  -  1 ocorrências
PENTLAND  -  1 ocorrências
PENURY  -  2 ocorrências
PEOPLE  -  14 ocorrências
PEOPLED  -  1 ocorrências
PERAMBULATIONS  -  1 ocorrências
PERCEIVE  -  7 ocorrências
PERCEIVED  -  26 ocorrências
PERCEIVING  -  6 ocorrências
PERCEPTIBLE  -  1 ocorrências
PERCEPTIBLY  -  1 ocorrências
PERCEPTIONS  -  1 ocorrências
PERDITION  -  1 ocorrências
PERFECT  -  5 ocorrências
PERFECTION  -  1 ocorrências
PERFECTIONATE  -  1 ocorrências
PERFECTLY  -  8 ocorrências
PERFORM  -  7 ocorrências
PERFORMANCES  -  1 ocorrências
PERFORMED  -  9 ocorrências
PERFORMING  -  3 ocorrências
PERFORMS  -  1 ocorrências
PERHAPS  -  21 ocorrências
PERIL  -  3 ocorrências
PERILOUS  -  1 ocorrências
PERIOD  -  16 ocorrências
PERIODIC  -  1 ocorrências
PERIODICALLY  -  1 ocorrências
PERIODS  -  1 ocorrências
PERISH  -  6 ocorrências
PERISHED  -  2 ocorrências
PERMANENT  -  1 ocorrências
PERMISSION  -  11 ocorrências
PERMIT  -  5 ocorrências
PERMITS  -  1 ocorrências
PERMITTED  -  7 ocorrências
PERPENDICULAR  -  2 ocorrências
PERPENDICULARITY  -  1 ocorrências
PERPENDICULARLY  -  1 ocorrências
PERPETRATE  -  1 ocorrências
PERPETRATED  -  1 ocorrências
PERPETUAL  -  5 ocorrências
PERPETUALLY  -  3 ocorrências
PERPLEXED  -  2 ocorrências
PERSECUTED  -  1 ocorrências
PERSECUTOR  -  3 ocorrências
PERSEVERANCE  -  2 ocorrências
PERSEVERE  -  1 ocorrências
PERSEVERING  -  1 ocorrências
PERSIAN  -  2 ocorrências
PERSISTED  -  1 ocorrências
PERSON  -  21 ocorrências
PERSONAL  -  2 ocorrências
PERSONALLY  -  2 ocorrências
PERSONS  -  4 ocorrências
PERSUADE  -  10 ocorrências
PERSUADED  -  7 ocorrências
PERSUADES  -  1 ocorrências
PERSUADING  -  2 ocorrências
PERSUASION  -  2 ocorrências
PERSUASIONS  -  2 ocorrências
PERSUASIVE  -  1 ocorrências
PERTH  -  3 ocorrências
PERTINACITY  -  1 ocorrências
PERTURBED  -  1 ocorrências
PERU  -  1 ocorrências
PERUSED  -  1 ocorrências
PERVADED  -  1 ocorrências
PERVERSITY  -  1 ocorrências
PEST  -  1 ocorrências
PETERSBURGH  -  3 ocorrências
PETTICOAT  -  1 ocorrências
PETTY  -  1 ocorrências
PG  -  1 ocorrências
PGLAF  -  8 ocorrências
PHENOMENA  -  2 ocorrências
PHILLIPS  -  2 ocorrências
PHILOSOPHER  -  3 ocorrências
PHILOSOPHERS  -  5 ocorrências
PHILOSOPHICAL  -  1 ocorrências
PHILOSOPHY  -  15 ocorrências
PHRASE  -  5 ocorrências
PHRASEOLOGY  -  1 ocorrências
PHYSICAL  -  5 ocorrências
PHYSICIAN  -  2 ocorrências
PHYSIOGNOMY  -  2 ocorrências
PHYSIOLOGY  -  1 ocorrências
PICKED  -  1 ocorrências
PICKING  -  1 ocorrências
PICTURE  -  11 ocorrências
PICTURED  -  1 ocorrências
PICTURES  -  1 ocorrências
PICTURESQUE  -  3 ocorrências
PIECE  -  3 ocorrências
PIECES  -  3 ocorrências
PIERCE  -  1 ocorrências
PIERCED  -  1 ocorrências
PIERCING  -  2 ocorrências
PIG  -  1 ocorrências
PILE  -  5 ocorrências
PILGRIMAGE  -  4 ocorrências
PILLOW  -  1 ocorrências
PINE  -  1 ocorrências
PINES  -  3 ocorrências
PINK  -  1 ocorrências
PINNACLE  -  1 ocorrências
PINY  -  2 ocorrências
PIONEER  -  1 ocorrências
PISTOL  -  3 ocorrências
PISTOLS  -  2 ocorrências
PITCHY  -  1 ocorrências
PITIABLE  -  1 ocorrências
PITIED  -  1 ocorrências
PITIES  -  1 ocorrências
PITILESS  -  1 ocorrências
PITTANCE  -  3 ocorrências
PITY  -  11 ocorrências
PLACE  -  65 ocorrências
PLACED  -  28 ocorrências
PLACES  -  9 ocorrências
PLACID  -  6 ocorrências
PLACING  -  2 ocorrências
PLAIN  -  7 ocorrências
PLAINLY  -  4 ocorrências
PLAINPALAIS  -  3 ocorrências
PLAINS  -  3 ocorrências
PLAITED  -  2 ocorrências
PLAN  -  12 ocorrências
PLANK  -  1 ocorrências
PLANKS  -  1 ocorrências
PLANS  -  7 ocorrências
PLANTS  -  2 ocorrências
PLAY  -  7 ocorrências
PLAYED  -  6 ocorrências
PLAYFELLOW  -  1 ocorrências
PLAYFELLOWS  -  1 ocorrências
PLAYFULLY  -  2 ocorrências
PLAYING  -  3 ocorrências
PLAYMATE  -  2 ocorrências
PLAYS  -  2 ocorrências
PLAYTHING  -  2 ocorrências
PLEAD  -  1 ocorrências
PLEASANT  -  12 ocorrências
PLEASE  -  5 ocorrências
PLEASED  -  8 ocorrências
PLEASES  -  1 ocorrências
PLEASING  -  1 ocorrências
PLEASURABLE  -  2 ocorrências
PLEASURE  -  37 ocorrências
PLEASURES  -  4 ocorrências
PLEDGE  -  1 ocorrências
PLENTIFUL  -  4 ocorrências
PLENTY  -  1 ocorrências
PLOT  -  1 ocorrências
PLUNGE  -  3 ocorrências
PLUNGED  -  3 ocorrências
PLUTARCH  -  3 ocorrências
POCKET  -  4 ocorrências
POEMS  -  1 ocorrências
POET  -  1 ocorrências
POETRY  -  2 ocorrências
POETS  -  4 ocorrências
POIGNANT  -  2 ocorrências
POIGNANTLY  -  1 ocorrências
POINT  -  14 ocorrências
POINTED  -  3 ocorrências
POINTING  -  2 ocorrências
POINTS  -  1 ocorrências
POISON  -  3 ocorrências
POISONED  -  2 ocorrências
POLE  -  4 ocorrências
POLITIC  -  1 ocorrências
POLITICS  -  1 ocorrências
POLLUTED  -  1 ocorrências
POLLUTES  -  1 ocorrências
POOL  -  2 ocorrências
POOR  -  45 ocorrências
POPULAR  -  1 ocorrências
POPULATION  -  1 ocorrências
POPULOUS  -  1 ocorrências
PORE  -  1 ocorrências
PORT  -  1 ocorrências
PORTEND  -  1 ocorrências
PORTER  -  1 ocorrências
PORTION  -  7 ocorrências
PORTMANTEAU  -  1 ocorrências
PORTRAIT  -  3 ocorrências
POSITION  -  1 ocorrências
POSITIVELY  -  1 ocorrências
POSSESS  -  5 ocorrências
POSSESSED  -  37 ocorrências
POSSESSES  -  1 ocorrências
POSSESSING  -  1 ocorrências
POSSESSION  -  9 ocorrências
POSSESSIONS  -  1 ocorrências
POSSIBILITY  -  3 ocorrências
POSSIBLE  -  11 ocorrências
POSSIBLY  -  3 ocorrências
POST  -  3 ocorrências
POSTED  -  5 ocorrências
POSTERITY  -  1 ocorrências
POSTPONE  -  1 ocorrências
POSTPONED  -  2 ocorrências
POSTURE  -  1 ocorrências
POTENT  -  1 ocorrências
POUR  -  1 ocorrências
POURED  -  5 ocorrências
POURING  -  1 ocorrências
POURS  -  1 ocorrências
POVERTY  -  10 ocorrências
POWER  -  39 ocorrências
POWERFUL  -  5 ocorrências
POWERS  -  15 ocorrências
PRACTICAL  -  3 ocorrências
PRACTICALLY  -  2 ocorrências
PRACTICE  -  2 ocorrências
PRAISE  -  2 ocorrências
PRAISED  -  1 ocorrências
PRAISES  -  1 ocorrências
PRAYED  -  2 ocorrências
PRAYER  -  1 ocorrências
PRAYERS  -  1 ocorrências
PRECARIOUS  -  2 ocorrências
PRECAUTION  -  3 ocorrências
PRECAUTIONS  -  1 ocorrências
PRECEDED  -  3 ocorrências
PRECEDING  -  6 ocorrências
PRECEPTORS  -  1 ocorrências
PRECEPTS  -  1 ocorrências
PRECIOUS  -  3 ocorrências
PRECIPICE  -  2 ocorrências
PRECIPICES  -  7 ocorrências
PRECIPITATE  -  2 ocorrências
PRECIPITATED  -  1 ocorrências
PRECIPITATION  -  1 ocorrências
PRECIPITOUS  -  2 ocorrências
PRECISELY  -  1 ocorrências
PRECISION  -  2 ocorrências
PREDILECTION  -  1 ocorrências
PREFERENCE  -  1 ocorrências
PREFERRED  -  1 ocorrências
PREJUDICE  -  2 ocorrências
PREJUDICED  -  2 ocorrências
PREJUDICES  -  2 ocorrências
PRELIMINARY  -  1 ocorrências
PRELUDE  -  1 ocorrências
PREPARATION  -  2 ocorrências
PREPARATIONS  -  2 ocorrências
PREPARATORY  -  1 ocorrências
PREPARE  -  8 ocorrências
PREPARED  -  8 ocorrências
PREPARING  -  4 ocorrências
PREPOSSESS  -  1 ocorrências
PRESCRIBED  -  1 ocorrências
PRESENCE  -  15 ocorrências
PRESENT  -  30 ocorrências
PRESENTED  -  13 ocorrências
PRESENTIMENT  -  2 ocorrências
PRESENTING  -  1 ocorrências
PRESENTLY  -  14 ocorrências
PRESENTS  -  3 ocorrências
PRESERVATION  -  2 ocorrências
PRESERVE  -  6 ocorrências
PRESERVED  -  2 ocorrências
PRESERVER  -  1 ocorrências
PRESIDE  -  1 ocorrências
PRESS  -  1 ocorrências
PRESSED  -  10 ocorrências
PRESUMPTION  -  3 ocorrências
PRETENCE  -  3 ocorrências
PRETEND  -  3 ocorrências
PRETENDED  -  1 ocorrências
PRETENSION  -  1 ocorrências
PRETTY  -  6 ocorrências
PREVAIL  -  2 ocorrências
PREVAILED  -  2 ocorrências
PREVENT  -  6 ocorrências
PREVENTED  -  2 ocorrências
PREVENTS  -  2 ocorrências
PREVIOUS  -  5 ocorrências
PREVIOUSLY  -  3 ocorrências
PREY  -  6 ocorrências
PREYED  -  4 ocorrências
PRICE  -  2 ocorrências
PRIDE  -  6 ocorrências
PRIEST  -  2 ocorrências
PRINCIPAL  -  4 ocorrências
PRINCIPALLY  -  3 ocorrências
PRINCIPLE  -  2 ocorrências
PRINCIPLES  -  1 ocorrências
PRINT  -  3 ocorrências
PRINTED  -  2 ocorrências
PRISON  -  13 ocorrências
PRISONER  -  1 ocorrências
PRIVATE  -  1 ocorrências
PRIZE  -  3 ocorrências
PRIZED  -  1 ocorrências
PROBABILITIES  -  1 ocorrências
PROBABILITY  -  3 ocorrências
PROBABLE  -  4 ocorrências
PROBABLY  -  5 ocorrências
PROBLEM  -  1 ocorrências
PROCEED  -  8 ocorrências
PROCEEDED  -  18 ocorrências
PROCEEDING  -  2 ocorrências
PROCEEDINGS  -  1 ocorrências
PROCESS  -  2 ocorrências
PROCESSING  -  1 ocorrências
PROCLAIM  -  2 ocorrências
PROCRASTINATE  -  1 ocorrências
PROCURE  -  10 ocorrências
PROCURED  -  8 ocorrências
PRODUCE  -  6 ocorrências
PRODUCED  -  15 ocorrências
PRODUCES  -  1 ocorrências
PRODUCTION  -  2 ocorrências
PRODUCTIONS  -  2 ocorrências
PROFANE  -  1 ocorrências
PROFESSION  -  2 ocorrências
PROFESSIONAL  -  1 ocorrências
PROFESSIONS  -  1 ocorrências
PROFESSOR  -  9 ocorrências
PROFESSORS  -  5 ocorrências
PROFICIENCY  -  2 ocorrências
PROFIT  -  1 ocorrências
PROFITED  -  2 ocorrências
PROFITS  -  2 ocorrências
PROFOUND  -  4 ocorrências
PROFOUNDLY  -  1 ocorrências
PROFUNDITY  -  1 ocorrências
PROGENY  -  1 ocorrências
PROGNOSTICATE  -  1 ocorrências
PROGNOSTICATED  -  1 ocorrências
PROGRESS  -  19 ocorrências
PROGRESSIVELY  -  1 ocorrências
PROHIBITION  -  1 ocorrências
PROJECT  -  87 ocorrências
PROJECTORS  -  1 ocorrências
PROJECTS  -  3 ocorrências
PROLONG  -  3 ocorrências
PROLONGED  -  2 ocorrências
PROLONGING  -  1 ocorrências
PROMETHEUS  -  2 ocorrências
PROMINENTLY  -  2 ocorrências
PROMISE  -  22 ocorrências
PROMISED  -  13 ocorrências
PROMISES  -  2 ocorrências
PROMISING  -  1 ocorrências
PROMONTORY  -  4 ocorrências
PROMOTING  -  2 ocorrências
PROMOTION  -  1 ocorrências
PRONOUNCE  -  1 ocorrências
PRONOUNCED  -  5 ocorrências
PRONOUNCING  -  2 ocorrências
PRONUNCIATION  -  1 ocorrências
PROOF  -  5 ocorrências
PROOFREAD  -  1 ocorrências
PROPAGATED  -  1 ocorrências
PROPER  -  2 ocorrências
PROPERTIES  -  1 ocorrências
PROPERTY  -  6 ocorrências
PROPHESIED  -  1 ocorrências
PROPHETIC  -  2 ocorrências
PROPORTION  -  4 ocorrências
PROPORTIONABLY  -  3 ocorrências
PROPORTIONATE  -  1 ocorrências
PROPORTIONS  -  2 ocorrências
PROPOSE  -  1 ocorrências
PROPOSED  -  1 ocorrências
PROPOSITION  -  2 ocorrências
PROPRIETARY  -  1 ocorrências
PROSECUTION  -  2 ocorrências
PROSPECT  -  13 ocorrências
PROSPECTS  -  2 ocorrências
PROSPERITY  -  2 ocorrências
PROSPEROUS  -  1 ocorrências
PROTECT  -  5 ocorrências
PROTECTING  -  1 ocorrências
PROTECTION  -  4 ocorrências
PROTECTOR  -  1 ocorrências
PROTECTORS  -  13 ocorrências
PROTECTRESS  -  1 ocorrências
PROTESTATIONS  -  1 ocorrências
PROTRACTED  -  1 ocorrências
PROTRACTION  -  1 ocorrências
PROUD  -  2 ocorrências
PROVE  -  7 ocorrências
PROVED  -  6 ocorrências
PROVES  -  1 ocorrências
PROVIDE  -  9 ocorrências
PROVIDED  -  11 ocorrências
PROVIDENCE  -  1 ocorrências
PROVIDING  -  4 ocorrências
PROVISION  -  2 ocorrências
PROVISIONS  -  2 ocorrências
PROVOCATION  -  1 ocorrências
PROVOKE  -  1 ocorrências
PRUDENCE  -  1 ocorrências
PRUDENT  -  1 ocorrências
PUBLIC  -  15 ocorrências
PUBLICLY  -  2 ocorrências
PULLED  -  1 ocorrências
PULLING  -  1 ocorrências
PULPIT  -  1 ocorrências
PULSE  -  3 ocorrências
PULSES  -  1 ocorrências
PUNISH  -  2 ocorrências
PUNISHMENT  -  4 ocorrências
PUNITIVE  -  1 ocorrências
PUPIL  -  1 ocorrências
PURCHASE  -  1 ocorrências
PURCHASING  -  1 ocorrências
PURE  -  3 ocorrências
PUREST  -  1 ocorrências
PURLOINED  -  1 ocorrências
PURPORT  -  2 ocorrências
PURPOSE  -  20 ocorrências
PURPOSED  -  1 ocorrências
PURPOSES  -  3 ocorrências
PURSUE  -  17 ocorrências
PURSUED  -  13 ocorrências
PURSUES  -  1 ocorrências
PURSUING  -  4 ocorrências
PURSUIT  -  16 ocorrências
PURSUITS  -  4 ocorrências
PUSH  -  1 ocorrências
PUT  -  15 ocorrências
PUTTING  -  4 ocorrências
PUZZLED  -  1 ocorrências
PYRAMIDS  -  1 ocorrências
QUALITIES  -  6 ocorrências
QUALITY  -  2 ocorrências
QUANTITY  -  7 ocorrências
QUARTER  -  1 ocorrências
QUARTERS  -  2 ocorrências
QUEEN  -  1 ocorrências
QUELLING  -  1 ocorrências
QUENCHED  -  2 ocorrências
QUESTION  -  8 ocorrências
QUESTIONED  -  1 ocorrências
QUESTIONS  -  6 ocorrências
QUICK  -  8 ocorrências
QUICKLY  -  26 ocorrências
QUIET  -  3 ocorrências
QUIETED  -  1 ocorrências
QUIETLY  -  2 ocorrências
QUIT  -  17 ocorrências
QUITE  -  4 ocorrências
QUITTED  -  22 ocorrências
QUITTING  -  3 ocorrências
QUIVER  -  1 ocorrências
QUIVERED  -  1 ocorrências
QUIVERING  -  1 ocorrências
R  -  2 ocorrências
RACE  -  6 ocorrências
RADIANCE  -  2 ocorrências
RADIANT  -  3 ocorrências
RAFT  -  3 ocorrências
RAGE  -  25 ocorrências
RAGGED  -  2 ocorrências
RAGING  -  1 ocorrências
RAIN  -  16 ocorrências
RAISE  -  6 ocorrências
RAISED  -  7 ocorrências
RAISES  -  1 ocorrências
RAISING  -  1 ocorrências
RAMBLE  -  2 ocorrências
RAMBLED  -  1 ocorrências
RAMBLES  -  5 ocorrências
RAMBLING  -  2 ocorrências
RAN  -  7 ocorrências
RANG  -  5 ocorrências
RANGE  -  1 ocorrências
RANGED  -  1 ocorrências
RANGING  -  1 ocorrências
RANK  -  5 ocorrências
RANKED  -  1 ocorrências
RANKLE  -  1 ocorrências
RANKLING  -  1 ocorrências
RAPID  -  6 ocorrências
RAPIDITY  -  2 ocorrências
RAPIDLY  -  11 ocorrências
RAPTURE  -  4 ocorrências
RAPTUROUSLY  -  1 ocorrências
RARE  -  1 ocorrências
RARELY  -  1 ocorrências
RASH  -  2 ocorrências
RASHLY  -  3 ocorrências
RATE  -  1 ocorrências
RATHER  -  27 ocorrências
RATIONAL  -  2 ocorrências
RAVED  -  1 ocorrências
RAVEN  -  1 ocorrências
RAVENOUS  -  1 ocorrências
